0,1,2,3,4
Arrived as expected and worked fine straight out of the box ,4.0, 4 July 2015 ," By
    
    Mr. N. C. Walters
  
 on 4 July 2015 "," Arrived as expected and worked fine straight out of the box. It seems slightly wider than most so be careful if you use parallel tracks, especially flexible track. "
good clean model. ,4.0, 29 April 2013 ," By
    
    Francis P. Mustoe
  
 on 29 April 2013 "," The carriage arrived promptly , it is in good condition and described accurately. It was a little expensive although a little cheaper than a new product. In retrospect i would make the purchase again."
Excellent detail. ,4.0, 24 Dec. 2015 ," By
    
    russell salter
  
 on 24 Dec. 2015 "," I paid 170. At that price it would have been nice to have a dcc chip supplied with the loco .Having said that, most of these are destined for display cabinets, as is mine. For that reason, it loses a star. Superb in every other respect."
Good representation ,4.0, 4 Nov. 2015 ," By
    
    michael coxall
  
 on 4 Nov. 2015 "," Model is a very reasonable representation of th real thing,  one thing that grates is the tender brake shoes not inline with the tyres, see no excuse for this ""toytrain"" extra.Bad point Bachmann. "
Realistic model with plenty of detail ,4.0, 14 Jan. 2015 ," By
    
    ron beare
  
 on 14 Jan. 2015 "," A challenging assembly especially in the valve gear area, lots of lovely fiddly bits, be very sparing with the glue! I remember the same problem half a century ago with the original Airfix kit. Airfix original tooling is used to create a finely detailed modelWith painting care a couple or more kits are cheap enough to make excellent ""props"" rusting forlornly away in a siding waiting for the scrapman "
Four Stars ,4.0, 19 Dec. 2015 ," By
    
    sheila mcfarlane
  
 on 19 Dec. 2015 ", nice not suitable for my grandson
Four Stars ,4.0, 29 Oct. 2014 ," By
    
    Alasdair MacDonald
  
 on 29 Oct. 2014 "," Accurate details, well modelled."
Great train set good value for money ,4.0, 24 Nov. 2013 ," By
    
    Mr Peter J Warren
  
 on 24 Nov. 2013 "," Although the review title is positive I do have to start off with a small compliant. Although the package arrived and appeared to be well protected for some reason the front 4 wheels/bogey area was not connected up to the rest of the train and it took a while to figure out how to fix it on properly!That said, I think this is most likely an unlucky one off. The train set is good value for money (especially when compared to the crazy prices for the DCC already installed trains!), the locomotive and carriages appear to be of a very good standard and it runs excellently so far. No regrets in buying this at all!EDIT - I now have to add another negative point... though it has a happy ending. After a day or so the locomotive stuttered and stopped. It had occurred to me while it was running that it sounded a little rough compared to what it should sound like but the stoppage was quite sudden... though it did get going again it was stuttering still. If you come across this apply some small amounts of machine oil to the areas mentioned in the maintenance guide that comes with this train set and then try and running it for a few minutes and it should return to normal! "
does the job ,4.0, 14 Aug. 2014 ," By
    
    vulcan
  
 on 14 Aug. 2014 "," I needed a low voltage switch in my recording studio and this fit the bill very well the cost is a bit high for what it is but it does the job I need it to ,service very good"
solid quality ,4.0, 30 Dec. 2013 ," By
    
    annalizzie
  
 on 30 Dec. 2013 ", Really solid metal construction. British made. It's how kit used to be made. Additional outputs add ancilary power. Nice solid controls. 
Four Stars ,4.0, 30 July 2015 ," By
    
    Alasdair MacDonald
  
 on 30 July 2015 ", Excellent model of this ubiquitous engine.
the product is good and it runs smoothly on my track ,4.0, 27 Jan. 2016 ," By
    
    Amazon Customer
  
 on 27 Jan. 2016 "," the product is good and it runs smoothly on my track, word of warning it is not a motorized unit, it istwo cars that go on the front and back of the main train, they do light up, and theoretically you could get a katomotorized chassis and swap one of the middle boogies for a motorized one, but i haven't tried it.apart from that it is a well built and sturdy model and it is a really good purchase "
Re. Tizz review. ,4.0, 3 Feb. 2015 ," By
    
    Antony Hodgson
  
 on 3 Feb. 2015 "," This model is DCC ready as the description states.. It is ready for a digital chip to be fitted  by new owner. If the model has a chip fitted by the manufacturer, it is described as DCC fitted. "
Nice train combination - Good value for money ,4.0, 27 Dec. 2011 ," By
    
    Lucilia F. Pires
  
 on 27 Dec. 2011 "," The whole set is quite nice in appearence and had the additional bonus of providing a book with the story of Spencer, the train in question. My kids love trains so this one was a nice addition to their Thomas collection. Good Value for money. "
Runs well.... need some mock passengers ... ,4.0, 18 July 2015 ," By
    
    Chaz51
  
 on 18 July 2015 ", Runs well....need some mock passengers in the seats.
H0 Mehano Duplex (Set) - [discontinued] ,4.0, 8 Nov. 2013 ," By
    
    Phil Spiegel
  
 on 8 Nov. 2013 "," There is little choice in the H0 market for High Speed Trains, and Mehano had a niche market. Thankfully, in my experience with the Thalys and now Duplex models, in comparison to the similarly priced Joueff - later Lima/Hornby - these couple and run better!This set, bought as one of the last available in 2013, was made in 2004 (date stamp in box)  and I have since discovered an italian stockist has 5 more available at lower cost: Dealers nearer to the area these trains ran naturally seem to charge higher prices."
finger puppet ,4.0, 6 April 2011 ," By
    
    Mr. A. K. Pritchard
  
 on 6 April 2011 ", Not bought for child's education and can't think of any educational value. It was a fun thing for my wife to put in the car. Hole for finger slightly too small. 
"Can I be the Gruffalo, or the mouse for a change? ",4.0, 5 Feb. 2016 ," By
    
    Mr. M. George
  
 on 5 Feb. 2016 "," Got this, snake, fox and mouse all together. We've already got the gruffalo (well my 3 year old has). We now re tell the story which is great except I always seem to be the bad one. It came quickly and they are standing up to the gruffalo (in his onsie suit) biting the poor thing. A great toy. "
Good but shocked about size ,4.0, 15 Jun. 2015 ," By
    
    Louise Shoreman
  
 on 15 Jun. 2015 ", Brilliant card and postage but was expecting a bigger size card. Maybe next time they should announce the size of the card as I was shocked when I received if. But overall brilliant
and lots of fun. We've had hours of fun swapping pieces around ,4.0, 4 Dec. 2014 ," By
    
    Hayley Richards
  
 on 4 Dec. 2014 "," My daughter is getting quite a collection of Mashers, and this set is her most recent acquisition. As with all of her other Mashers they are well made and hard wearing, and lots of fun.We've had hours of fun swapping pieces around.Negatives? Loki's horns keep falling off, which is very irritating.The Hulk and Loki are very different sizes, so their accessories aren't as interchangeable as some other Mashers. They fit, but tend to fall off or just don't look right. I wouldn't consider this a good starter set for that reason. "
GOOOOOOOOOAL! ,4.0, 3 July 2007 ," By
    
    AMG
  
VINE VOICE on 3 July 2007 "," This bear is a TY beanie baby called Kicks.American TY Warner invented the first beanie baby in 1986.Each of his beanie babies has their own birthday. This beanies birthday is August 16th 1998 {he's a Leo!}Also, each beanie baby has its own heart shaped tag with a poem inside.The front of this tag reads TY BEANIE ORIGINAL BABY, and inside this tag, this beanies poem reads:The world cup is his dreamKicks the bear is the best on his teamHe hopes that one day he'll be the pickbut first he needs to improve his kick!The material of this bear is green with flecks of blue in it, and if he gets dirty, he's surface washable.Kicks would be a fun gift to give to any football/soccer, sports, teddy bears or TY lovers, because he's very soft and very cute!Utterly fabulous!"
